name;class;SG_average_alpha;SG_std_alpha;SG_min_alpha;SG_peak_alpha;SG_kurtosis_alpha;SG_skewness_alpha;SG_centroid_alpha;SG_sbe_alpha;SG_sbw_alpha;SG_rms_alpha;SG_crest_factor_alpha;SG_var_coef_alpha;SG_Q1_alpha;SG_Q2_alpha;SG_Q3_alpha;SG_interquatile_range_alpha
O098;O;11356.193175758932;5829.559607674793;886.0926338707408;37378.8661315286;1.448306861770737;1.027142204847368;0.26622824856665106;0.03009514191978074;2.229305491604284;143.25598824950936;260.92358573119975;1.9480362051377185;7138.603567025977;10434.994279565519;14606.91376553591;7468.310198509933
O099;O;15072.421801218361;8312.006066556987;1335.2001451015856;64026.19094980911;1.6787688586248715;1.029911777468556;0.44822219453983275;0.05085141504418859;3.582584186960435;193.16642431243787;331.4561067106035;1.813331424511542;9097.308692464321;13863.920340661436;19495.962633505183;10398.653941040862
O100;O;19315.062732467453;11000.310508422319;1963.7375767397039;88157.87021864999;3.9013550316646626;1.6616906899602872;0.22836577226831167;0.025928203504734623;1.9203320164777555;249.45241784935473;353.4055551704007;1.7558652292295747;12112.65382251436;16420.56833689569;23674.18283933174;11561.529016817381
N001;N;25310.873000303465;17017.562585329903;2047.8512219564152;117648.79305267843;8.945303013463622;2.529038248106854;1.1564992555068285;0.1317416873243166;7.7139961690857115;342.2840984890732;343.7167942420035;1.4873383231816562;14802.926896529454;22718.1989440187;30330.241541132844;15527.31464460339
N002;N;44510.52402612125;35193.53108019603;1088.9368905264575;187547.84646865906;0.9952025289246413;1.1560421135097103;1.2230621499325884;0.13975169493974296;7.984830903059583;636.7988443241503;294.5166250540357;1.264735951749043;16458.462808412463;34557.56492793405;66145.61050603386;49687.147697621396
N003;N;19793.381349006257;14090.98427333742;917.3002456972436;98252.6530813219;5.860868431364086;1.9085464395427967;1.0678128392955335;0.122019688077476;7.258876188696973;272.6707592490433;360.33439504814316;1.404684084876793;9656.57745753095;16853.48233951633;26549.55118359136;16892.97372606041
N004;N;19962.92123000511;14029.28342678509;3228.8780091676967;92530.32454781121;5.029459771763296;2.0184723085513028;0.8204907909459882;0.09405766143681467;5.916722844107105;273.82425956533774;337.91865152741286;1.4229466055188078;10815.113177288496;16384.434780960262;23721.177969515986;12906.06479222749
N005;N;122820.98480578446;69218.0340652375;14116.510573925721;373302.50447602256;-0.028452035738086412;0.7871360605834218;1.0017415418175915;0.1148736141697677;6.895646412024892;1582.1791937302573;235.94198808536865;1.7744072981042276;70301.7757619753;106900.10883507619;166048.54790573634;95746.77214376105
N006;N;28723.09507576742;21625.117274927135;1761.477993080908;144584.40541005367;1.3818686400479603;1.2093247839601706;1.1052291716677891;0.12673210366066653;7.407572376245574;403.4894846428734;358.335002306255;1.3282284073007047;11407.262577193422;23202.970612428675;40019.50396683065;28612.241389637227
N007;N;21880.027268878624;15540.538543897634;1894.1543541921396;112413.54733329375;5.8619714397226925;1.8426905230777681;1.1506207207902563;0.1321556159479396;7.604248618558622;301.1823743344344;373.2407900087446;1.4079323703662987;10687.022609574109;18681.535172295156;29714.718948050548;19027.69633847644
N008;N;11624.309312445466;8947.36304422636;757.109284391568;72868.29553629649;6.308460159067016;2.1654192961639085;0.47651467795960506;0.05453593096368995;3.7466041133031753;164.62302269605587;442.6373319048667;1.2991882921244056;5895.453703182807;9258.232289893323;14003.560206026053;8108.106502843247
N009;N;42607.96768619777;29955.326000527963;2652.838948811042;151790.6642982667;1.2324388471198606;1.193739991358051;1.100694534455242;0.125362481905599;7.450518385026316;584.514746981665;259.6866290920596;1.422383708508023;20083.57939444387;36956.66389080197;57952.93275172787;37869.353357284
N010;N;12450.5918440047;9387.938541897818;974.9972560576696;51280.96634434936;2.2180377513887573;1.4505908424046439;1.1508081941808792;0.13157290636123206;7.650999231496894;174.9957276673333;293.0412475088216;1.3262327813969426;5584.311284064504;10344.921789975026;15547.340665805126;9963.029381740622
N011;N;4923.806966124839;4829.323644114746;361.31232123839476;39561.044721860104;20.187201964984226;3.979456359284834;1.138968985687492;0.13050602581982398;7.573946389590823;77.3996806625072;511.12671761995625;1.0195645040533234;2293.0970898966857;3865.972175078965;5803.834132723796;3510.73704282711
N012;N;35114.28601394467;26456.949763596735;2217.736773133467;180862.47512908382;6.461074317104156;2.073960613223013;1.1854335142251295;0.1354530012901275;7.816038909450913;493.4052846746888;366.5596635194732;1.3272235207650407;16345.638489197192;29350.487466275583;46554.22946744865;30208.590978251457
N013;N;11271.86819102593;9198.486983238614;537.4891486159564;56970.3012649897;6.2665117261991945;2.2344164824946393;0.8115653580088935;0.09322281737980699;5.851064509380274;163.27380200214563;348.92493814923864;1.2254045922514658;5608.186039195313;8654.508902592035;13472.498497104541;7864.312457909228
N014;N;14631.878788478736;10150.255467143887;880.8126090130039;72781.53882212607;3.422352184598817;1.617365096137332;0.35430106425757235;0.040114664434907146;2.9016764342707093;199.84867163124446;364.18325039668343;1.4415281305817127;7401.337027183069;11603.872559448926;19085.859457050094;11684.522429867025
N015;N;41015.667759580065;31249.399466298448;3111.9037790521115;228463.9450665901;7.320219303455181;2.3041548542609447;1.0127355406552796;0.11624455750742435;6.943226446316856;578.6732380796533;394.80648150371604;1.312526591233033;20029.28589439179;32795.789018099546;52857.462698394425;32828.176804002636
N016;N;18475.137247060182;10977.22321013904;1915.9669625210227;55772.74360254422;-0.6886115753936983;0.5188849040474417;0.8231968152911517;0.09426883858485924;5.9397854741285006;241.17421760450338;231.25499962854568;1.6830428691652861;8859.848473431166;16447.125233084167;26449.35947657471;17589.511003143547
N017;N;37737.50588830699;28023.786176794827;3324.5311021493208;217277.4691499154;6.3220798660598145;2.1083602493311093;0.6407962884484719;0.07313681584153395;4.856617791759002;527.5116174962801;411.891344082953;1.3466241017623675;19438.748644028088;29509.675643692754;46624.91551582665;27186.166871798563
N018;N;11240.454481858236;9343.710143789984;1054.045722111079;64670.67966361394;8.59169220245117;2.6329491960853253;0.821885648048043;0.09334470320298055;5.991555661211356;164.03781595783954;394.24250613185063;1.2029969154521416;5604.794604487515;8749.40690387388;13126.154747799337;7521.360143311822
N019;N;27839.411882028537;19985.428541185105;3044.633370742341;137974.50862839175;4.84862580136973;1.90241864259399;0.8433977068922413;0.0971477018244913;6.011427754626902;384.5980282240923;358.74991160380745;1.3929854856331092;13839.453401882156;22748.994751945225;34859.498085930245;21020.044684048087
N020;N;12602.487816499017;8865.065910521946;1053.0247425669804;59772.65431244303;7.114919869004792;2.229750779734454;0.5523567974892778;0.06284092722882817;4.292918647640807;172.9183834949072;345.66974953362006;1.4215898611132858;6962.656562969552;10688.280576777343;15167.70101540993;8205.044452440377
N021;N;27634.474020420206;16865.16253827311;3837.4105985287265;83057.890157225;0.2986908318487651;0.9426812802257727;1.1471994968066097;0.13155010262141587;7.604596143345479;363.32113838924863;228.60737067337902;1.6385536728571493;14963.854883744656;23039.584290396313;37488.18578184845;22524.33089810379
N022;N;27067.168750474622;16405.92153770103;3172.8221684403325;116355.4397695245;4.850196519733034;1.700839957664627;1.142743098731253;0.13028985410555807;7.640813583236343;355.203472690044;327.57404900446465;1.6498414117289237;15263.185897564006;24473.55173085178;34711.39934215059;19448.21344458658
N023;N;5516.118621568361;3221.692033770748;559.5703339913783;17367.83182967326;0.633542906326523;0.9178184917618919;0.8850416384972218;0.10166352502222864;6.263364553545425;71.68963350864563;242.26420166562485;1.7121806068819556;3162.3322915855897;4851.801197469946;7496.554611333228;4334.222319747639
N024;N;40498.98151090717;24367.795976396003;3025.967164410624;158662.3538052935;2.796826599259842;1.297138158252534;1.0781148718253488;0.1237697663885855;7.265822679783616;530.4288678986645;299.12088765803196;1.6619878773663703;22831.969987345514;37656.08317845156;52563.02258260739;29731.052595261874
N025;N;19541.25810543051;12625.557502249307;2836.1165711745634;85777.26923835659;2.891164180291005;1.6683321524045394;1.1386953249628013;0.12945395082215203;7.650210080346267;261.0928086595067;328.53171896518774;1.5477540775485863;10958.92542549003;15399.283378833043;23378.213276904367;12419.287851414338
N026;N;6447.617898336343;4124.590244713209;552.3783336304275;24637.200200357514;2.6525311232824107;1.5184019406381366;0.9033904243108818;0.10341279946153654;6.390871408387907;85.89726542663986;286.8217058830446;1.5632141657224567;3564.4031786561395;5377.763340941323;8178.640775540962;4614.237596884823
N027;N;7826.536187842185;4439.650387544452;791.3317615690894;32326.82110292965;3.82761246079773;1.5284388453261797;1.184511641931297;0.13539065105764161;7.808587814840564;100.98080987307956;320.1283604633443;1.762872186918079;4598.177538436271;6829.92896768125;10068.574250894553;5470.396712458282
N028;N;3353.5111371659764;3079.065247542614;248.62409237248897;31169.274189035972;29.672699646846056;4.732436160826903;1.0573896577011457;0.1207663925472609;7.212125436965203;51.09220161836541;610.0593280723292;1.0891328593450225;1908.495305988433;2841.8540983410608;3791.5988305467695;1883.1035245583364
N029;N;27780.591059832306;19667.90756314135;934.3469835793051;107656.84193888071;0.9708598590811617;1.1180089439497136;0.8482452858601415;0.09750989694249376;6.053573313591932;381.99196642249376;281.8301205314073;1.412483304115916;13074.098267389458;22561.703899256878;38719.55595673141;25645.457689341954
N030;N;23143.190363882193;17960.077158261694;710.9535813818386;109149.18732460747;1.9752170759313632;1.3959601846755645;0.7412378825174232;0.0853322765531744;5.42458258816994;328.7583755433079;332.00427865670923;1.2885908094908294;9831.55508820607;17872.99246600637;31572.44716536586;21740.892077159788
N031;N;20359.932894775444;12439.085218984748;2857.1588919073297;86614.34616720055;4.499420105490485;1.8914997965350828;1.322385867885437;0.15024329860984992;8.473539243565567;267.75908110081934;323.47865032666306;1.6367709149304452;11876.941485531592;16810.814709751387;24626.864191124492;12749.9227055929
N032;N;13940.820507506474;9988.145253901665;332.9414443295851;56794.48364293736;0.8809541868662829;1.0841708132166727;0.6076111941500529;0.06935085153277373;4.642438588097091;192.4616884364587;295.09500880061165;1.3957366611244242;6347.152223839369;11278.751594396515;19040.769581481123;12693.617357641753
N033;N;42558.829059168136;30931.569377641907;1467.8382960773101;206209.3864524126;4.942228768170871;1.8022173963225054;1.119152531528972;0.12849499357870778;7.461055608708809;590.4376461459074;349.2483716078204;1.3759026753401882;20518.709437595797;36464.268750986215;55745.61162812514;35226.90219052934
N034;N;43492.27791837339;38886.18795656569;3017.7824386935504;244984.61493625081;5.596278958245211;2.208256905154963;1.116848108620067;0.1289853350967801;7.39279243652516;654.7360739175474;374.1730824000731;1.1184505399951394;19204.74649673974;29863.069979096268;52532.57136307758;33327.82486633784
N035;N;18281.73426121597;11516.421852746971;2702.9226809331385;72096.40210938644;2.634495788435826;1.5908290874970417;0.702001156688454;0.07999069531349982;5.25125509857186;242.4813425755638;297.32762670975086;1.5874491656325782;10301.127918239215;15115.389206669599;22848.956760306402;12547.828842067187
N036;N;38341.01334062597;34939.56325974835;3230.729090055094;240468.35637165885;10.609644498740474;2.9718249865780417;1.213312081833877;0.1393643304148748;7.886464162223743;582.1447343954809;413.0731451541333;1.097352392632687;17845.51521928157;28363.720462999132;45481.449563509865;27635.934344228295
N037;N;24653.850127251324;17005.933552701354;903.6670067532026;118446.33079008851;3.6725179000281063;1.5573173365218038;0.9808911879862096;0.11257671820296948;6.781193995308834;336.11615295019396;352.39702034683233;1.4497204784935265;12427.716614320168;20755.96511472144;33529.757338496325;21102.040724176157
N038;N;17456.423654476443;12248.047680895363;860.5592539706342;69828.05966688864;2.723136405254378;1.506238675557403;0.7114560095734439;0.08167894670025796;5.262719509702772;239.31614336125813;291.7816520278791;1.4252413208437424;8389.5759135801;14699.152521680198;23310.481083216047;14920.905169635947
N039;N;31991.43252705319;21845.092796413708;3642.2335846900082;114335.15192696848;0.6748793268668671;1.1726850415244476;1.0671112236680003;0.1224862115934211;7.213803768750468;434.7412784009691;262.9958497327582;1.464467687329083;15293.997591297704;25328.08246147095;41110.79043297916;25816.79284168146
N040;N;30445.251573993923;18801.82355812677;2035.601524577496;106702.96134824534;0.5329150181034983;0.9103113789625065;1.1256710456329797;0.1290267120667355;7.50819711591684;401.57465757488575;265.71139222934494;1.619271209511722;17219.361162667243;26734.43216059293;40051.48780993605;22832.126647268808
N041;N;6711.8929591317665;9783.665370090626;820.8234678555178;87734.6355392293;31.500022096599444;5.235131302925299;0.9493370785059043;0.10982822954689005;6.5496631322224195;133.1509319387787;658.9111639081032;0.6860305115964523;2790.4778291852404;4228.5630540916845;6830.057792831112;4039.579963645872
N042;N;46286.723969271545;29942.863792058666;3258.49649068039;188103.75453431308;2.604889986646362;1.3297741079936354;1.059172066472537;0.12166382500600695;7.168131083813438;618.6680162593108;304.0463537644244;1.545834903792587;24363.499501148202;42090.54552989146;61160.53788407083;36797.03838292263
N043;N;37921.5267678242;25963.74739006585;2859.53763158097;164505.7840959662;3.131251287319526;1.6263998298938238;1.044766562555953;0.1202076846575292;7.081976802077582;515.7663309858293;318.9540964830564;1.4605567600897853;19521.13509358548;30680.354559026095;47579.05693593964;28057.92184235416
N044;N;19569.34853362791;12026.040579729306;949.3289219911892;68594.17347429818;1.8046568367847895;1.3146019829606377;1.0881390548759808;0.12500096692038376;7.308159499824306;257.7721481457707;266.1038982206411;1.6272478380468258;11068.7852072232;16378.407725568504;25690.918019664896;14622.132812441696
N045;N;22181.05938049973;14390.379097577039;2362.1028016730443;94821.32800574001;1.9508665413176303;1.3735689549031789;0.6318932961256986;0.07169796661519319;4.832067811667249;296.72486085518057;319.5597690481974;1.5413811707180416;12065.196637950876;18569.04433754512;27732.52482201892;15667.328184068045
N046;N;7658.047133909786;4800.137703744956;733.5308525531092;26570.195365555446;0.8103401033780746;1.0173534442619627;0.9277816395605278;0.10621358010359933;6.522244174068313;101.42995739395354;261.9560931328889;1.5953807175021575;4049.077786271235;6427.429780610284;10510.658782141756;6461.580995870521
N047;N;45915.63245773928;29757.895545557923;2000.0034916031095;176295.53099164795;0.9543157955264454;0.9942114614179158;1.207898956844117;0.13770035012050552;7.94154306506054;614.0440391592606;287.10567931418893;1.542973103976544;22934.32504372863;41717.191031252296;60646.35363547461;37712.028591745984
N048;N;17266.48395983235;10967.628031326743;1741.622186370824;68382.55138441578;1.1773202870112085;1.20367466922969;0.7939651328995349;0.09057609212572906;5.797442705695186;229.55995934196469;297.8853611075506;1.5743134167674393;9037.186226928941;14411.387867614174;22515.77234137294;13478.586114443999
N049;N;17858.73545723255;9920.481716583085;1882.047035602273;76105.42594941492;2.2217535636795036;1.2886387775485488;0.4676145039347121;0.053020672405178444;3.7227654952339013;229.2662673896452;331.9521306641738;1.8001883343406473;10964.85595905477;15531.422954441601;22642.909547547824;11678.053588493054
N050;N;68380.32038408058;56681.88071146003;4050.307785743464;342244.7650219577;4.390597113984679;2.031400937900317;0.9107988680787463;0.10498382846886052;6.375927130594011;996.7645276235897;343.3556828490994;1.2063876414435089;31380.39317145449;51288.22688006882;81590.60110362881;50210.20793217432
N051;N;51635.756149492234;34310.74507627874;1933.785255063845;222715.97060246617;2.4783005733023105;1.369040370293728;1.18314795300432;0.13518042205886463;7.806512156899179;695.7480200532085;320.1101033466593;1.5049441810341626;25613.286871981603;44174.34411409103;69805.58335523316;44192.29648325156
N052;N;35072.33957253547;18410.687997144872;7430.705249660564;102430.9178163679;0.06280478829962455;0.8883735921252628;0.9768791804544921;0.1113138632556723;6.821646606772916;444.5333266938407;230.4234838323251;1.9049988559892213;21008.06344039664;29949.070439258812;46378.14106086168;25370.07762046504
N053;N;32017.469271379865;22266.894130613928;1273.851946647838;119086.55210161295;0.9964997012480215;1.1161592495357584;0.9084470767303227;0.10387331297657716;6.427454233232406;437.6679832621537;272.0933599346303;1.437895607872866;14287.460838863451;26736.178694283193;44394.61357626439;30107.15273740094
N054;N;31935.252242856084;21461.366529819512;2817.8084861575144;156963.14606266454;4.530634687876252;1.7616830575936266;0.9627597776207525;0.11107168606207318;6.642901304790038;431.8040460080011;363.5055009645651;1.4880344268145098;17418.998571594697;26296.94328878261;40923.10988554971;23504.111313955014
N055;N;13447.65325801594;8923.956159389225;581.8017841962768;74848.02110026195;12.935503833193188;2.92638543626917;0.9367940096052944;0.10682504949620432;6.602620890154412;181.12313041992866;413.2438575168672;1.5069161051253221;8557.696760812363;11509.83278877554;16103.887096064544;7546.19033525218
N056;N;39511.11880336591;34900.34893352698;1578.1646413148462;200335.0107310552;3.7087347012919283;1.8947907746059103;0.9930134979600405;0.1138165955376249;6.8551993530864515;591.625313806363;338.6180510805935;1.1321124289794595;17746.396546463053;28173.8125458718;47489.81010336404;29743.41355690099
N057;N;3574.971712422691;2968.644352251697;450.91389761164464;30586.98322057372;29.65411007325943;4.538642080291389;1.0038644110602921;0.1144885282221077;6.9544165432858245;52.14935926630773;586.5265393650797;1.2042438528249766;2077.6734309208423;3065.394503870286;4217.895070077529;2140.221639156687
N058;N;27095.04586358716;16337.81144288195;1659.1442722378738;114979.55943199794;0.6050472655472334;0.6956515143189144;0.7564166961459448;0.08666761978028299;5.546283738911957;355.0757525685154;323.81698440478976;1.658425668475438;12728.093580070954;24844.905230070093;39641.16144226371;26913.06786219275
N059;N;2923.67622265722;1750.0072956836236;434.23031622212045;10265.236463175464;2.295360912721744;1.4501765906315753;0.8502925324548642;0.09734718376394871;6.095509608715158;38.23961341318138;268.4450899714637;1.6706651622930029;1732.9153653195049;2408.713540969893;3687.2662376455837;1954.3508723260788
N060;N;44920.54171524858;27918.221088669074;3415.4479622994522;187359.06634142942;2.328134665646962;1.2133618743866916;1.1540994997037077;0.13204629127289244;7.658912999678547;593.5507864658734;315.6580205326739;1.6090044409555913;23820.87275605871;40142.11865937358;60728.89977786939;36908.027021810674
N061;N;9920.293649089339;6182.191820406098;944.4348344349688;39056.8934856745;4.579639913959067;1.771168103776345;1.2819390897583534;0.1457282055114463;8.296653413650125;131.17936352248222;297.7365679852588;1.604656396513703;5879.059959021235;8865.955578718149;12213.110091926295;6334.05013290506
N062;N;10019.906642990078;7994.093258981945;537.2943293987528;49394.272723649934;4.879638463405722;2.0802355506757753;0.9735315106153708;0.11125392020082461;6.779526105774388;143.8513332105078;343.3702811177135;1.2534137791965316;4951.576885377171;7478.9781094795835;12327.641477443569;7376.064592066398
N063;N;10565.728809499382;10082.973053401198;773.3357404081246;72575.94072412202;14.882515710016776;3.538166597322995;0.9873118836001235;0.11235104618770368;6.887770005090847;163.90272152979642;442.7988751298934;1.0478783146142934;5349.0827916968565;8119.230674861135;11929.20168124514;6580.118889548284
N064;N;25410.651348365584;15640.93543838739;2048.328614310535;95000.96706936441;1.7007541361772347;1.2402445085304596;1.300785460547971;0.14826982488281595;8.346625087964828;334.8634187788684;283.70064253599344;1.6246247833745593;14179.658427475497;22220.30273753724;32151.889977669656;17972.23155019416
N065;N;17390.117733351242;11614.612474255055;919.1584604848351;62068.79730058755;-0.48571609054461407;0.6231304906049736;0.9830878474299698;0.11269235704318177;6.802960377097682;234.6859785486176;264.4759507340118;1.497261985442749;7030.903883737423;15120.710513309536;25722.722415574117;18691.818531836696
N066;N;54954.691334979936;54762.819713748526;5343.29816790317;392823.98070833134;12.775370745099645;3.2124346089717393;1.1573388663943307;0.1332761073878948;7.608670276142462;870.6655523915844;451.17666551674665;1.0035036841096632;25319.98819281649;38128.930951455084;67548.27319860827;42228.285005791775
N067;N;7633.186128637709;5112.008568957791;616.734516007627;41387.25977272253;8.736562008698078;2.3720627884719288;0.9812460209299925;0.1121246237785078;6.820631880575942;103.09942505313883;401.4305584283421;1.4931872718268784;4451.965077036757;6369.214562919156;9270.030564170567;4818.06548713381
N068;N;49490.78881904567;37765.049964068385;5283.493695140376;266661.9554772666;4.856802129397908;1.8582510563163908;0.8487173504997764;0.09753249435719161;6.058643147607269;698.6436280267367;381.685232327148;1.3104918136248664;22538.4375001289;37466.62724349574;68333.69243237973;45795.25493225083
N069;N;18110.658095419338;12382.895285014101;2687.8261534055773;61555.67689895326;1.2068144576327562;1.3461433218090246;1.2036983265531471;0.137313719262522;7.9156545309225566;246.2136526612128;250.00919418409822;1.4625544090110356;9120.337143484621;14150.174553645822;22378.33346559089;13257.99632210627
N070;N;21678.24673201458;19496.539993870647;1850.65580518654;139002.78390709468;5.124237052726727;2.1044731811766137;0.8963104315708863;0.10204493967860519;6.394788977322807;327.20121700785796;424.82355407546186;1.1119022523396367;9034.436333302745;15505.80061950396;25237.567696591464;16203.13136328872
N071;N;55841.65561122341;38232.21373976386;5283.594931622171;204862.5986293171;1.8166067302189273;1.3776748210524803;0.9873867958011286;0.11361590343918176;6.792316490429438;759.490140261439;269.73700877643694;1.4605917405495317;28344.311514253248;46356.551758763286;71783.84700022546;43439.535485972214
N072;N;22421.183445094724;16147.645162060702;2088.0806390504613;103186.71159430045;8.197899237808452;2.5312173052672153;1.2798963247423187;0.14579985833903972;8.26491983694496;310.08569372140045;332.76837236808984;1.388511031798857;12378.415478308476;19160.683758890053;26751.566023991352;14373.150545682876
N073;N;14317.606273935862;9623.719446209372;1344.945739592724;70857.80440878295;6.63853351263975;2.0556822871252405;0.9221065481139583;0.10585311352655627;6.469605660008718;193.60357891218501;365.994290017349;1.4877414448709159;7863.159015972667;11893.848011477345;17827.316511030032;9964.157495057367
N074;N;3853.3761664583926;2480.2904964617687;143.98888837846712;16963.88054719057;2.496287913796925;1.3975843763108866;1.0556982647735016;0.12085196351741061;7.1825026333370205;51.42839881738907;329.854339961576;1.5535987304533014;2119.176061968116;3264.736196182636;4842.805389825047;2723.6293278569315
N075;N;21745.720652838514;13442.010344635617;665.4926175371891;81319.2504907881;2.4168241503968746;1.278883369748196;0.9425525113921838;0.10756332374127679;6.627281617278914;286.9021565935112;283.4389655913352;1.617743186867633;12105.810012158247;18900.926144924124;29325.013804539747;17219.2037923815
N076;N;18762.528561203915;12045.276681954549;1581.6825089078086;76782.18232008757;3.0546908334242513;1.5100610813479158;0.7334516206063755;0.08427247113955545;5.390592965441491;250.21934165123346;306.85950100176467;1.5576668811030898;10643.14627869282;15780.593235336433;24491.358449736435;13848.212171043615
N077;N;37482.332947728435;21595.997470733277;6278.362152061728;160854.15336676076;4.4437706546314235;1.7066762752857565;0.4874522945954444;0.05524113487690325;3.8646275551546565;485.47055647491766;331.3365789570216;1.7356148054066127;22848.369426467696;32776.86443136056;46358.736707490476;23510.36728102278
N078;N;43188.86511093367;30040.72595902931;2158.049937183881;154395.83501141644;1.2232569233663844;1.2932493458267231;1.048884164904037;0.12059538457909318;7.1088452785658;590.4064353530435;261.5077102252329;1.4376771443485186;20752.875640725448;35262.329747941;54684.1569281859;33931.28128746045
N079;N;48292.16283127702;31198.40382527396;3188.74905629327;182772.14286798955;2.7276411677144736;1.5495907963007682;1.134323115559362;0.12961849224207878;7.579206357464731;645.2181588929191;283.2718520842538;1.5479049217304937;27048.584298566933;40597.85345472046;58747.19674799242;31698.612449425487
N080;N;48336.75218718188;41897.192310860075;5696.22190112468;260592.9976525319;7.677899269814388;2.5705586573956674;0.5561387169891405;0.06332984045449334;4.313857101760767;717.8733229131763;363.0069391561017;1.153699079130241;22213.48395019929;37622.41010374894;58199.022270619134;35985.538320419844
N081;N;8178.149103598552;5377.379372689801;760.5100396929358;37168.65787828165;4.302378180363736;1.7431859639816025;0.870300081228249;0.09937100161855963;6.227953535640689;109.84207330446573;338.3827049154081;1.520842874715716;4246.064586823667;7033.944583163609;10045.386803051158;5799.3222162274915
N082;N;16614.42528217466;12582.618885812271;782.794193319786;67676.3446967901;3.3191613935880735;1.8156182461976065;0.7922050228965557;0.09070135981573309;5.762138670410579;233.89200329287323;289.3486897542521;1.3204266482956513;8174.3015121629405;12880.48139294468;20286.24822805778;12111.94671589484
N083;N;6414.7632222573075;3831.2725428658796;488.430382127243;25922.437516856542;2.4101929100338975;1.3396148377560502;0.12658219200383522;0.014087395166955233;1.1116578497542735;83.85233249230976;309.1439050813993;1.6743166012039743;3710.283079732237;5478.915524628404;8329.8368066199;4619.553726887663
N084;N;15485.734014976857;15807.665509897635;1332.5882171636126;102914.04580587767;6.871496173330293;2.5390730739728244;1.1510687368600778;0.1314765191252474;7.661792206339149;248.3421724487234;414.40422619773494;0.9796344694465348;6071.679553797936;10547.125268098152;17751.342420399178;11679.662866601242
N085;N;24545.28665521249;16299.563280420554;1527.1734810157996;86004.60669433956;1.9350499946272652;1.433367306524794;0.9382147363362756;0.1070342339704054;6.606649983585821;330.66356842110764;260.0970137260804;1.5058861536920383;13035.03460940437;20162.62463040735;30691.10983413714;17656.07522473277
N086;N;10889.86122349843;5638.548562198428;677.923515657855;34016.02742744887;1.2526240004526787;1.119314830542513;0.9832892264515648;0.11188204547555314;6.8675884890353975;137.62208107132957;247.1698375918204;1.9313234786174396;6804.514670121562;9621.18004193125;13494.29276787204;6689.778097750479
N087;N;9162.804714283506;5158.919833649461;1534.4453574966708;33518.882997222;1.6127535973878961;1.2571374952917385;0.8316518624355704;0.09517378402149024;5.992908390058698;118.00794282393109;284.03921121845565;1.7761091487637373;5336.662326838255;7849.568749270543;11536.8783944552;6200.216067616945
N088;N;10706.589462145914;6240.529687185974;530.2763244958462;35253.70337452334;0.7979722427573428;1.1131781032339052;1.0874228217467727;0.12392412950966512;7.380380059943763;139.0754233728788;253.48622006350976;1.7156539586904536;6155.935481871705;8987.599215476079;14172.795549352568;8016.860067480863
N089;N;41841.787460606145;41511.15056483407;2780.8603279632352;306376.28497898066;12.186807736154773;3.1073368976173685;0.8240283969105557;0.0949876113285254;5.896790263830315;661.4531364939554;463.18668409818696;1.0079650140088425;18419.5274633855;28585.5993592909;51075.52658566231;32655.999122276808
N090;N;8700.3179710877;6875.597567809696;658.4372308280792;52506.802658543966;10.573644576970487;2.6807625118690734;0.9634643907007135;0.1104761060478022;6.69822570796197;124.4480887357763;421.91730858980503;1.2653908093488506;4425.676055509745;6871.130811248277;10968.093791112367;6542.417735602622
N091;N;67357.03208756304;40688.378950874205;10312.515461828963;226438.62426703106;0.5556031923639382;1.0400591608998726;0.9548562525658012;0.10942866917902759;6.657621223648017;883.127168720827;256.40545584733627;1.6554366092806911;36520.672400753094;57490.07095943566;87950.7615577789;51430.0891570258
N092;N;44041.004862456204;34326.524056260845;2142.6969054255032;200109.45883326133;2.6472831677347592;1.6290285102649984;0.7706101010625352;0.08835790618551075;5.62548159245959;626.6459800134332;319.3341459383042;1.2830021702830563;20141.574993572016;33526.6141690612;55555.82987308666;35414.25487951464
N093;N;6817.891029095892;4564.484118111693;956.7923727698293;30909.61050172242;6.558302192348391;2.1332181188860657;1.0291169629574677;0.1178623035866191;7.045778660475476;92.07799327188519;335.6894454731809;1.4936827147766316;3772.5559467702938;5709.937348716632;8583.366982593197;4810.811035822904
N094;N;54821.69737812361;33788.54777247118;3150.1994382105077;209132.05344811568;2.5049382963412077;1.4407127465308347;1.1369320661690716;0.12990844702531848;7.592096597748506;722.7052159892213;289.3739367327809;1.6224934479956825;31674.95525746186;45807.32114183271;69136.94718663377;37461.99192917191
N095;N;48412.7716454812;36228.43348732231;1832.4322150728108;239501.9046578498;4.156878458245211;1.731828866593499;1.197068957600738;0.13728556645193285;7.830544319129353;678.5946222732633;352.9381117927645;1.336319762830006;22785.30171238388;40312.17411340484;64106.394719965574;41321.093007581694
N096;N;37723.64582139015;23567.595749429016;5341.077845258361;124612.84092742814;0.37629851372967593;1.0245149674696243;0.9588283113813955;0.10989557737098733;6.677640803393415;499.1813226472641;249.63442195028432;1.6006573696557105;19444.52968038993;29647.647485166213;51691.77564955684;32247.24596916691
N097;N;7100.229538026516;4650.727321946284;417.6537667797893;37802.49156422728;5.185989131786927;1.8018575821924125;0.13956444597321715;0.015540212850159291;1.2214800778742603;95.25421648227778;396.8589838882408;1.5266922884343903;3952.213286685967;6087.512066324194;8961.996904412235;5009.783617726269
